"id","curso","bloque","criterio","estandar","prioridad"
"1111","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","1.    Conocer y valorar el objeto de estudio de la Geografía y la importancia de esta ciencia.","1.1.    Define el concepto de Geografía y su objeto de estudio: el espacio y la interrelación con la acción humana. ",
"1112","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","1.    Conocer y valorar el objeto de estudio de la Geografía y la importancia de esta ciencia.","1.2.    Establece la diferencia entre Geografía Física y Geografía Humana.",
"1113","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","1.    Conocer y valorar el objeto de estudio de la Geografía y la importancia de esta ciencia.","1.3.    Identifica y valora el trabajo de un geógrafo.",
"1121","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","2.    Conocer y utilizar las técnicas y herramientas propias de la Geografía e identificar y distinguir las diferentes representaciones cartográficas y sus escalas.","2.1.    Elabora gráficos de distinto tipo (lineales, de barra y de sectores) y mapas temáticos en soportes virtuales o analógicos que reflejen información de países o áreas geográficas a partir de los datos elegidos.",
"1122","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","2.    Conocer y utilizar las técnicas y herramientas propias de la Geografía e identificar y distinguir las diferentes representaciones cartográficas y sus escalas.","2.2.    Comenta y utiliza gráficos de distinto tipo (lineales, de barra y de sectores)  y mapas temáticos.",
"1123","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","2.    Conocer y utilizar las técnicas y herramientas propias de la Geografía e identificar y distinguir las diferentes representaciones cartográficas y sus escalas.","2.3.    Utiliza el mapa como instrumento básico de representación del espacio y comenta e interpreta cualquier tipo de mapa temático.",
"1131","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","3.    Conocer y valorar el objeto de estudio de la Historia y la importancia de esta ciencia.","3.1.    Define el objeto de estudio de la Historia.",
"1132","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","3.    Conocer y valorar el objeto de estudio de la Historia y la importancia de esta ciencia.","3.2.    Identifica, nombra y clasifica tipos de fuentes históricas",
"1133","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","3.    Conocer y valorar el objeto de estudio de la Historia y la importancia de esta ciencia.","3.3.    Valora el trabajo del historiador y comprende que la historia no se puede escribir sin fuentes, ya sean restos materiales o textuales.",
"1141","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","4.    Conocer las distintas técnicas y procedimientos utilizados en Historia.","4.1.    Obtiene información concreta y relevante sobre hechos o fenómenos previamente delimitados, utilizando fuentes históricas e historiográficas.",
"1142","1","Bloque 1. Contenido común: técnicas y herramientas de Geografía, Historia y Arte","4.    Conocer las distintas técnicas y procedimientos utilizados en Historia.","4.2.    Entiende y comenta textos y mapas históricos adaptados a su nivel.",
